N,P,K,temperature,humidity,ph,rainfall,soil_type,season,region,soil_moisture,irrigation,sunlight,crop
160.4,77.0,64.8,29.44,67.99,6.41,1700.35,Loamy,Whole Year,South India,90.09,Available,6.93,Sugarcane
88.1,44.7,87.4,19.34,94.81,5.17,2102.1,Peaty,Whole Year,South India,79.86,Available,6.68,Coffee
50.3,26.9,31.6,27.1,62.4,6.32,467.14,Sandy,Kharif,Central India,31.04,Rainfed,9.69,Millet
100.1,61.8,93.4,22.62,75.96,5.41,2499.63,Peaty,Whole Year,South India,71.38,Rainfed,6.32,Coffee
64.6,42.0,38.1,16.42,70.42,7.49,614.09,Loamy,Rabi,North India,42.58,Rainfed,6.72,Barley
117.3,50.0,89.1,28.45,78.42,5.98,1963.21,Peaty,Whole Year,South India,68.0,Rainfed,6.49,Coffee
85.8,36.7,45.3,10.95,64.73,7.73,557.16,Loamy,Rabi,Himalayan Region,47.68,Available,8.7,Barley
24.1,52.2,24.1,17.88,58.01,7.11,427.33,Silty,Rabi,North India,46.14,Rainfed,8.32,Lentil
157.6,95.1,163.8,28.34,74.2,6.62,1848.77,Loamy,Whole Year,East India,79.63,Available,6.67,Banana
57.4,39.1,37.3,28.99,42.5,6.97,382.05,Red Soil,Kharif,Central India,55.5,Rainfed,9.21,Millet
114.4,72.5,139.8,28.17,79.62,6.82,1734.63,Clay,Whole Year,West India,79.68,Drip Irrigation,8.38,Banana
105.8,78.2,92.1,28.13,66.33,5.96,832.85,Red Soil,Whole Year,West India,44.01,Drip Irrigation,8.99,Tomato
111.3,86.0,121.1,22.49,67.49,6.93,775.87,Loamy,Whole Year,North India,65.01,Available,9.06,Tomato
110.9,53.7,34.7,30.86,52.62,6.94,620.02,Black Soil,Kharif,Central India,63.43,Drip Irrigation,10.65,Cotton
76.2,51.8,36.7,26.1,82.25,6.27,1996.23,Loamy,Kharif,North India,86.74,Canal Irrigation,6.04,Rice
30.3,56.8,42.1,27.31,67.1,6.7,639.87,Loamy,Kharif,West India,35.81,Rainfed,9.07,Groundnut
30.3,71.7,28.5,18.93,48.18,7.51,287.67,Black Soil,Rabi,Central India,43.03,Rainfed,8.94,Chickpea
13.6,61.1,29.8,17.54,53.81,6.85,442.44,Silty,Rabi,North India,53.76,Rainfed,6.28,Lentil
125.0,42.4,77.9,20.44,90.49,5.14,2308.13,Loamy,Whole Year,East India,76.51,Available,7.57,Tea
134.6,71.2,57.2,25.41,53.54,7.67,601.44,Black Soil,Kharif,South India,71.26,Rainfed,10.85,Cotton
71.0,32.4,33.5,12.05,57.49,6.64,609.36,Sandy,Rabi,North India,36.04,Available,9.23,Barley
27.1,43.5,36.7,25.25,48.49,7.03,609.0,Loamy,Rabi,North India,40.33,Available,8.48,Chickpea
115.8,50.4,62.7,14.9,58.37,6.31,609.89,Loamy,Rabi,North India,55.62,Available,9.16,Wheat
74.4,39.4,35.4,14.5,48.09,6.61,457.09,Loamy,Rabi,West India,52.19,Rainfed,8.32,Mustard
122.6,49.4,66.9,18.79,74.65,4.9,2704.94,Peaty,Whole Year,East India,80.87,Rainfed,7.17,Tea
74.3,50.5,44.7,25.05,55.74,7.04,419.18,Loamy,Rabi,North India,37.85,Rainfed,8.17,Mustard
100.3,44.0,37.1,21.31,90.31,6.42,2271.57,Clay,Kharif,South India,90.76,Available,8.8,Rice
74.2,44.6,53.2,33.35,50.02,6.12,773.33,Black Soil,Rabi,South India,28.4,Rainfed,10.58,Sorghum
93.6,59.6,107.1,24.18,80.68,6.22,2049.2,Peaty,Whole Year,South India,80.41,Available,5.24,Coffee
50.2,38.2,36.7,18.6,56.93,6.84,458.92,Sandy,Rabi,North India,44.86,Available,9.71,Barley
22.5,42.1,24.9,20.65,44.64,6.32,474.24,Loamy,Rabi,North India,41.89,Rainfed,6.45,Lentil
49.8,67.1,46.8,22.94,63.41,6.14,1031.68,Loamy,Kharif,West India,63.35,Rainfed,6.83,Soybean
91.5,72.0,114.6,26.32,60.16,6.58,918.9,Loamy,Whole Year,West India,64.98,Drip Irrigation,7.37,Tomato
125.9,77.3,169.4,30.65,81.37,7.2,1948.47,Clay,Whole Year,South India,88.97,Available,7.92,Banana
97.8,84.3,92.8,25.65,66.24,6.03,949.69,Sandy,Whole Year,South India,65.95,Drip Irrigation,9.45,Tomato
95.9,66.6,100.8,20.75,77.45,6.19,2245.49,Peaty,Whole Year,South India,61.37,Rainfed,5.57,Coffee
33.8,62.1,33.2,26.43,64.25,6.51,915.49,Loamy,Kharif,West India,58.09,Available,6.94,Soybean
122.0,61.9,68.1,17.84,59.31,6.98,629.87,Loamy,Rabi,North India,44.22,Canal Irrigation,7.76,Wheat
103.8,88.5,129.4,19.13,68.18,5.5,507.99,Sandy,Rabi,North India,63.04,Drip Irrigation,6.75,Potato
132.5,92.1,110.3,20.35,84.1,6.53,1018.36,Sandy,Whole Year,North India,62.68,Drip Irrigation,8.81,Tomato
86.1,53.9,76.7,33.99,62.1,6.75,1147.17,Loamy,Whole Year,South India,51.54,Available,9.21,Mango
56.6,33.2,100.2,33.53,76.06,7.6,2005.86,Sandy,Whole Year,West India,78.69,Available,8.91,Coconut
24.4,49.2,30.5,20.9,58.39,5.9,365.86,Loamy,Rabi,North India,35.41,Rainfed,8.07,Lentil
62.7,28.4,40.8,27.95,46.68,6.92,445.11,Sandy,Kharif,Central India,41.05,Rainfed,8.7,Millet
89.7,101.2,94.9,23.56,61.92,5.14,507.04,Loamy,Rabi,North India,69.57,Available,5.27,Potato
106.3,61.4,94.4,23.48,70.14,6.27,781.05,Loamy,Whole Year,West India,68.98,Drip Irrigation,6.63,Tomato
91.4,36.3,30.9,21.56,45.5,7.71,461.83,Loamy,Rabi,Himalayan Region,44.4,Available,6.45,Barley
140.9,60.1,89.6,28.67,75.7,6.66,2469.14,Loamy,Whole Year,South India,75.19,Available,7.1,Sugarcane
153.6,57.9,57.2,26.49,81.29,6.83,862.72,Black Soil,Kharif,West India,45.54,Drip Irrigation,8.59,Cotton
86.9,36.3,40.2,28.91,73.34,6.28,717.89,Loamy,Kharif,Central India,55.56,Rainfed,7.64,Maize
80.0,64.0,39.1,12.56,52.81,6.45,414.65,Sandy,Rabi,North India,42.73,Available,7.04,Mustard
83.2,33.0,45.4,16.71,49.86,6.93,585.93,Sandy,Rabi,Himalayan Region,32.69,Rainfed,8.59,Barley
152.7,78.9,84.3,30.63,73.92,7.22,1866.63,Clay,Whole Year,West India,68.58,Available,8.37,Sugarcane
31.6,27.9,25.8,29.04,36.54,6.61,754.02,Sandy,Kharif,West India,39.48,Rainfed,10.85,Millet
85.3,79.1,85.7,21.02,67.24,5.77,862.65,Loamy,Whole Year,South India,56.08,Drip Irrigation,7.76,Tomato
47.7,50.0,17.0,25.18,45.29,6.77,397.01,Sandy,Kharif,West India,31.81,Rainfed,8.65,Millet
62.6,19.7,18.6,32.98,30.85,6.79,512.14,Red Soil,Kharif,West India,17.36,Rainfed,11.37,Millet
144.2,82.4,138.9,27.41,70.34,6.71,1948.12,Loamy,Whole Year,East India,78.09,Available,7.34,Banana
153.5,66.1,136.2,30.12,85.86,6.48,1874.2,Loamy,Whole Year,South India,77.98,Available,9.11,Banana
85.3,34.4,36.7,8.29,49.15,7.11,303.42,Loamy,Rabi,North India,45.41,Rainfed,8.02,Barley
114.4,95.4,141.7,33.05,74.68,5.65,2026.39,Clay,Whole Year,South India,86.67,Available,8.12,Banana
125.4,75.1,64.5,20.98,76.67,6.62,1963.36,Black Soil,Whole Year,North India,54.02,Available,6.17,Sugarcane
57.6,28.7,35.2,30.3,47.09,6.05,605.25,Loamy,Kharif,Central India,40.75,Rainfed,8.01,Millet
50.7,65.6,54.9,28.2,77.4,7.24,831.91,Loamy,Kharif,Central India,65.03,Rainfed,7.62,Soybean
138.2,83.0,76.1,25.46,69.24,7.14,2213.77,Loamy,Whole Year,West India,72.26,Available,7.47,Sugarcane
21.2,34.6,38.8,16.24,50.18,6.65,496.36,Silty,Rabi,North India,44.55,Rainfed,8.53,Lentil
62.5,38.1,150.2,28.41,76.72,6.2,1387.32,Sandy,Whole Year,South India,68.52,Rainfed,8.61,Coconut
98.4,65.4,108.7,30.61,61.12,6.26,1337.28,Loamy,Whole Year,South India,61.28,Available,10.74,Mango
48.6,20.1,24.6,23.2,53.19,6.11,465.78,Sandy,Kharif,Central India,49.82,Rainfed,10.17,Millet
37.8,71.0,60.6,24.19,58.95,6.62,786.62,Black Soil,Kharif,Central India,62.88,Available,7.95,Soybean
65.0,29.8,48.4,24.86,48.11,6.99,580.59,Sandy,Rabi,Central India,42.34,Rainfed,10.6,Sorghum
81.0,49.2,56.2,27.39,89.14,6.3,2612.17,Clay,Kharif,South India,86.92,Canal Irrigation,5.27,Rice
132.3,103.1,135.4,30.11,81.44,6.22,2126.26,Clay,Whole Year,West India,80.04,Available,8.14,Banana
38.0,51.4,64.0,27.45,62.43,5.96,595.26,Loamy,Kharif,West India,42.14,Rainfed,9.23,Groundnut
26.9,37.8,33.0,19.92,35.13,7.52,466.53,Black Soil,Rabi,Central India,47.58,Rainfed,8.37,Chickpea
21.6,48.5,47.7,27.25,66.35,6.58,942.42,Loamy,Kharif,West India,53.12,Rainfed,9.36,Groundnut
117.8,58.3,56.4,31.07,71.52,7.32,993.51,Loamy,Kharif,West India,49.67,Available,8.37,Cotton
124.5,63.2,130.0,22.3,70.64,6.53,1029.27,Sandy,Whole Year,North India,57.11,Drip Irrigation,8.92,Tomato
97.5,35.8,47.8,25.62,70.55,6.07,1912.37,Clay,Kharif,South India,72.27,Available,5.66,Rice
55.6,28.4,122.3,28.24,78.23,5.58,2154.57,Loamy,Whole Year,West India,65.13,Available,9.5,Coconut
18.8,50.2,25.2,21.42,50.4,6.52,464.36,Loamy,Rabi,Central India,44.16,Available,5.78,Chickpea
164.4,89.1,84.8,25.59,78.32,6.16,1857.05,Loamy,Whole Year,North India,69.41,Available,8.36,Sugarcane
102.5,66.2,84.2,31.74,58.82,6.88,1417.45,Red Soil,Whole Year,North India,56.34,Rainfed,8.86,Mango
101.3,51.7,65.1,27.09,58.48,7.92,739.44,Loamy,Kharif,South India,54.04,Available,11.42,Cotton
71.3,77.0,81.4,25.68,74.32,6.12,1354.25,Loamy,Whole Year,South India,54.91,Rainfed,8.34,Mango
117.5,100.4,131.8,16.25,62.68,5.55,514.02,Loamy,Rabi,East India,61.43,Available,6.28,Potato
76.6,54.6,45.4,13.14,58.39,6.17,372.51,Sandy,Rabi,North India,41.18,Rainfed,9.86,Mustard
123.1,84.2,143.8,27.83,80.02,6.91,2089.47,Loamy,Whole Year,West India,78.89,Drip Irrigation,7.94,Banana
80.5,28.1,32.9,13.44,44.62,6.41,461.02,Loamy,Rabi,North India,48.94,Available,7.09,Mustard
124.1,60.8,94.8,28.77,74.87,7.59,1933.0,Loamy,Whole Year,West India,71.02,Canal Irrigation,8.83,Sugarcane
20.3,57.6,32.8,19.38,54.76,6.87,474.99,Loamy,Rabi,North India,43.8,Available,6.93,Lentil
27.3,44.9,39.5,24.08,54.72,5.56,737.74,Red Soil,Zaid,West India,38.52,Available,8.41,Groundnut
38.0,40.5,36.0,17.17,56.8,7.81,606.33,Loamy,Rabi,East India,39.63,Rainfed,7.13,Lentil
109.1,111.2,130.1,19.32,58.59,5.07,477.14,Loamy,Rabi,North India,70.04,Available,7.31,Potato
100.2,32.1,18.5,23.01,81.68,6.38,2596.12,Clay,Kharif,South India,88.7,Available,9.79,Rice
138.4,59.9,45.5,26.76,71.61,7.77,801.98,Black Soil,Kharif,Central India,59.24,Available,7.61,Cotton
120.0,96.9,82.6,23.98,69.12,6.9,1064.76,Sandy,Whole Year,West India,54.37,Drip Irrigation,8.8,Tomato
59.9,36.9,40.3,38.19,39.0,6.01,550.1,Loamy,Kharif,West India,24.13,Rainfed,7.48,Sorghum
27.2,68.4,24.4,18.87,48.87,6.42,369.93,Loamy,Rabi,North India,40.71,Available,8.24,Chickpea
69.5,79.3,26.9,18.83,71.36,6.51,737.96,Red Soil,Kharif,Central India,74.81,Rainfed,7.82,Maize
124.0,84.2,73.7,30.68,86.95,6.08,1933.01,Clay,Whole Year,South India,73.8,Canal Irrigation,8.9,Sugarcane
29.4,37.7,53.6,28.84,57.43,5.99,813.84,Loamy,Zaid,West India,34.93,Available,10.29,Groundnut
50.4,72.8,40.4,23.36,80.44,6.94,832.49,Black Soil,Kharif,Central India,52.62,Rainfed,6.4,Soybean
47.0,35.1,49.8,27.33,53.3,7.38,665.46,Black Soil,Kharif,Central India,45.09,Rainfed,9.14,Sorghum
58.2,64.2,50.0,25.76,58.23,6.21,559.9,Loamy,Kharif,South India,32.34,Rainfed,9.0,Sorghum
27.1,54.7,33.8,23.34,42.31,7.22,451.02,Loamy,Rabi,North India,36.22,Rainfed,5.91,Lentil
34.2,86.4,44.7,30.0,67.5,6.71,789.24,Loamy,Kharif,West India,55.68,Available,8.11,Soybean
97.9,70.1,88.3,24.85,62.97,6.67,1117.66,Sandy,Kharif,West India,62.13,Available,9.43,Tomato
34.3,65.9,24.8,19.17,60.55,6.64,417.76,Loamy,Rabi,North India,42.12,Available,8.48,Chickpea
70.6,97.2,133.2,21.42,50.5,5.13,462.49,Sandy,Rabi,North India,67.4,Available,8.13,Potato
72.5,52.2,81.1,26.9,83.98,6.04,2475.4,Peaty,Whole Year,South India,76.97,Rainfed,6.34,Coffee
78.4,44.4,40.2,12.84,48.49,8.16,629.51,Sandy,Rabi,Himalayan Region,45.35,Rainfed,7.85,Barley
136.1,67.5,141.1,27.28,84.83,6.61,934.1,Red Soil,Rabi,West India,61.97,Drip Irrigation,7.52,Tomato
58.5,34.4,25.0,20.52,49.81,6.83,626.71,Loamy,Rabi,Himalayan Region,34.38,Rainfed,6.27,Barley
28.2,52.1,63.6,24.68,67.46,7.16,945.99,Black Soil,Kharif,West India,55.43,Available,7.84,Soybean
39.2,86.7,72.9,27.77,66.0,6.79,974.29,Black Soil,Kharif,Central India,44.49,Available,7.63,Soybean
23.1,50.9,27.6,11.83,62.63,6.53,417.61,Silty,Rabi,East India,43.09,Available,11.06,Lentil
37.6,28.6,67.0,23.44,56.62,6.44,901.93,Sandy,Zaid,South India,39.39,Rainfed,9.04,Groundnut
89.6,50.7,44.6,18.23,50.5,6.83,353.68,Loamy,Rabi,North India,41.86,Available,8.2,Mustard
124.1,88.4,85.0,26.32,73.57,6.71,862.47,Loamy,Kharif,North India,67.22,Drip Irrigation,7.43,Tomato
76.3,50.4,45.8,11.27,53.05,7.05,393.17,Loamy,Rabi,North India,31.29,Available,6.24,Mustard
78.4,38.2,43.3,23.71,72.06,6.42,2916.51,Clay,Kharif,North India,82.35,Available,7.01,Rice
63.3,28.0,33.9,30.91,28.57,6.82,522.66,Sandy,Kharif,Central India,43.59,Rainfed,9.85,Millet
92.3,99.1,128.0,14.58,66.18,6.05,596.52,Loamy,Rabi,East India,61.54,Drip Irrigation,6.3,Potato
88.4,45.5,30.6,23.08,67.06,7.28,938.06,Red Soil,Kharif,South India,55.92,Available,8.05,Maize
99.9,114.2,139.2,17.81,53.43,6.07,707.86,Loamy,Rabi,East India,60.08,Available,4.74,Potato
132.6,72.1,71.4,28.76,83.31,6.75,1930.81,Clay,Whole Year,West India,83.9,Canal Irrigation,7.18,Sugarcane
47.5,35.8,118.3,30.26,83.11,6.67,1985.72,Loamy,Whole Year,West India,85.9,Rainfed,9.07,Coconut
142.4,75.4,62.4,21.95,40.85,6.74,736.02,Loamy,Rabi,North India,53.53,Available,8.31,Wheat
49.3,20.7,26.2,37.83,54.12,5.68,593.17,Loamy,Kharif,West India,36.43,Rainfed,9.05,Millet
85.5,32.2,35.4,23.58,83.35,6.2,2020.7,Loamy,Kharif,South India,72.65,Available,6.57,Rice
95.8,62.7,46.3,25.32,65.01,6.82,2450.47,Clay,Kharif,South India,75.62,Canal Irrigation,7.23,Rice
135.3,63.6,141.1,28.22,74.89,7.36,2169.22,Loamy,Whole Year,South India,75.78,Available,6.65,Banana
82.8,45.3,84.4,28.67,63.22,6.56,935.74,Loamy,Whole Year,West India,54.12,Rainfed,8.26,Mango
82.3,52.4,35.8,21.4,69.4,6.2,762.96,Loamy,Kharif,North India,74.09,Available,7.6,Maize
105.6,47.1,50.3,21.54,66.07,5.82,959.83,Loamy,Rabi,North India,62.9,Available,6.91,Maize
68.0,37.5,27.1,19.16,54.83,7.31,588.67,Loamy,Rabi,North India,48.11,Available,8.65,Barley
155.4,66.3,41.9,29.97,56.42,8.28,1036.0,Black Soil,Kharif,West India,67.83,Available,9.14,Cotton
78.4,48.5,39.2,27.27,44.71,6.08,657.59,Black Soil,Kharif,Central India,40.21,Available,9.09,Sorghum
76.3,27.5,106.1,27.48,58.91,6.23,1448.14,Loamy,Whole Year,North India,55.96,Rainfed,8.34,Mango
93.4,94.4,119.9,24.6,61.08,5.28,574.29,Loamy,Rabi,East India,65.31,Available,7.83,Potato
61.9,43.9,39.1,13.04,53.09,7.53,475.44,Sandy,Rabi,Himalayan Region,45.6,Available,7.65,Barley
39.3,84.0,58.9,24.01,77.66,7.12,619.66,Black Soil,Kharif,Central India,56.16,Rainfed,7.03,Soybean
102.9,48.9,33.9,14.95,39.6,7.04,679.89,Loamy,Rabi,North India,45.47,Available,7.93,Barley
89.5,61.6,86.3,30.43,72.35,6.88,1726.62,Loamy,Whole Year,West India,38.1,Rainfed,7.13,Mango
78.1,27.4,33.4,36.84,29.0,6.93,533.95,Red Soil,Kharif,West India,34.88,Rainfed,11.69,Millet
67.7,82.5,123.1,19.45,54.54,6.31,591.74,Sandy,Rabi,North India,65.61,Available,7.16,Potato
43.6,43.5,40.5,24.44,53.7,7.25,746.49,Sandy,Zaid,South India,41.1,Available,8.76,Groundnut
114.1,68.9,73.0,18.76,87.98,4.97,2927.31,Loamy,Whole Year,East India,80.46,Available,7.15,Tea
105.3,58.4,100.6,21.6,73.27,6.71,691.82,Loamy,Whole Year,North India,54.63,Available,9.08,Tomato
67.6,43.3,40.5,11.84,54.82,6.75,387.46,Loamy,Rabi,North India,47.03,Available,6.66,Mustard
57.5,22.0,37.0,34.89,45.4,6.69,514.24,Red Soil,Kharif,West India,19.25,Rainfed,9.37,Millet
67.2,41.8,27.4,31.19,59.89,7.33,431.96,Black Soil,Rabi,West India,32.19,Rainfed,9.08,Sorghum
35.1,43.6,32.0,17.85,50.17,6.68,467.47,Silty,Rabi,North India,38.91,Rainfed,8.14,Lentil
71.5,58.8,95.9,31.6,52.72,6.98,1180.15,Red Soil,Whole Year,North India,54.43,Available,9.26,Mango
115.2,57.4,68.9,28.32,60.33,7.18,1273.85,Red Soil,Whole Year,West India,56.48,Available,9.72,Mango
113.8,59.6,76.9,19.45,89.33,4.74,2676.16,Peaty,Whole Year,South India,87.0,Available,6.59,Tea
96.1,45.2,96.2,21.51,72.03,5.72,2220.24,Peaty,Whole Year,South India,66.65,Rainfed,5.61,Coffee
73.8,52.6,67.3,30.66,56.9,6.14,1335.0,Loamy,Whole Year,West India,47.72,Rainfed,9.24,Mango
127.9,84.3,96.3,26.72,65.7,6.99,2103.81,Black Soil,Whole Year,West India,72.6,Available,8.61,Sugarcane
101.6,39.6,53.1,22.03,90.62,6.55,2416.57,Clay,Kharif,North India,78.87,Canal Irrigation,6.6,Rice
78.9,55.7,85.6,28.18,66.34,6.52,1434.38,Loamy,Whole Year,West India,49.31,Rainfed,8.78,Mango
88.7,48.2,36.6,25.6,91.53,5.33,1981.55,Clay,Kharif,East India,71.62,Available,8.08,Rice
47.4,32.7,39.6,33.05,38.92,7.01,611.23,Black Soil,Kharif,West India,41.92,Rainfed,9.39,Sorghum
48.1,49.2,121.9,31.79,82.71,6.67,1894.14,Loamy,Whole Year,South India,78.05,Rainfed,8.29,Coconut
26.6,61.2,23.2,24.19,50.49,6.78,601.18,Loamy,Rabi,Central India,34.12,Rainfed,8.46,Chickpea
89.0,52.1,44.8,22.39,81.38,6.76,2419.3,Clay,Kharif,East India,83.66,Canal Irrigation,8.85,Rice
71.5,20.8,41.0,18.62,40.68,6.55,734.86,Loamy,Rabi,North India,42.31,Rainfed,9.27,Barley
7.6,41.3,39.8,15.21,50.0,6.12,737.77,Loamy,Rabi,North India,37.68,Rainfed,9.41,Lentil
60.9,63.1,44.1,19.33,56.61,6.45,482.59,Loamy,Rabi,West India,48.95,Rainfed,8.64,Mustard
49.8,25.8,33.7,24.59,55.7,6.93,536.07,Sandy,Kharif,Central India,35.37,Rainfed,10.14,Millet
38.6,40.6,107.1,26.78,86.58,6.46,1602.58,Loamy,Whole Year,South India,59.65,Rainfed,8.31,Coconut
55.4,46.6,157.6,32.06,83.29,6.47,1431.31,Sandy,Whole Year,West India,75.42,Available,7.98,Coconut
126.5,51.8,48.3,20.98,82.22,5.02,2666.5,Loamy,Whole Year,East India,78.54,Rainfed,6.56,Tea
31.8,17.9,44.2,40.17,48.17,7.54,573.08,Loamy,Kharif,Central India,40.69,Rainfed,9.12,Millet
132.3,65.8,74.6,24.29,86.35,5.05,2083.5,Peaty,Whole Year,South India,80.81,Rainfed,6.63,Tea
72.3,46.8,27.7,28.04,84.8,6.41,2528.96,Clay,Kharif,East India,72.39,Available,6.25,Rice
134.3,64.7,112.8,27.26,65.35,6.12,936.79,Loamy,Whole Year,West India,57.69,Drip Irrigation,9.62,Tomato
48.7,56.2,50.9,22.99,69.12,6.46,1034.17,Black Soil,Kharif,Central India,48.05,Available,5.14,Soybean
124.6,62.7,50.2,31.1,62.82,7.09,714.95,Black Soil,Kharif,West India,43.45,Rainfed,9.5,Cotton
150.6,82.7,174.0,31.51,84.92,6.14,2273.59,Clay,Whole Year,South India,72.83,Available,7.09,Banana
66.2,44.7,50.8,9.72,50.28,7.23,527.56,Loamy,Rabi,Himalayan Region,40.03,Available,8.65,Barley
18.9,76.1,24.0,19.69,48.12,7.46,613.51,Loamy,Rabi,North India,37.87,Available,7.32,Chickpea
101.6,43.6,52.0,25.81,78.17,6.66,2511.15,Clay,Kharif,South India,80.28,Canal Irrigation,5.79,Rice
125.4,42.8,56.1,24.73,89.14,5.13,2036.52,Peaty,Whole Year,East India,74.63,Rainfed,4.11,Tea
139.5,103.8,92.7,26.31,80.84,6.88,761.85,Sandy,Whole Year,South India,54.53,Available,6.42,Tomato
71.7,43.3,17.9,28.63,85.62,6.08,2512.13,Loamy,Kharif,South India,93.39,Canal Irrigation,7.02,Rice
100.0,75.8,148.0,19.22,68.08,5.39,349.58,Loamy,Rabi,North India,71.46,Drip Irrigation,7.15,Potato
103.0,58.8,68.1,16.04,80.54,4.31,2780.03,Loamy,Whole Year,East India,77.88,Rainfed,6.71,Tea
19.9,45.0,36.4,22.87,46.12,7.13,755.57,Black Soil,Rabi,North India,35.36,Rainfed,5.77,Chickpea
111.1,42.3,67.6,20.63,86.1,5.54,2752.56,Peaty,Whole Year,South India,86.25,Rainfed,5.12,Tea
38.0,43.1,27.4,29.1,56.71,6.71,779.11,Sandy,Kharif,West India,39.19,Available,8.51,Groundnut
21.2,42.7,13.1,14.27,52.88,6.9,252.53,Silty,Rabi,North India,47.93,Available,8.0,Lentil
76.3,46.8,24.5,31.61,67.0,5.88,723.6,Sandy,Kharif,South India,55.69,Available,9.14,Maize
119.0,62.9,49.9,16.07,59.64,6.94,638.15,Loamy,Rabi,West India,44.08,Available,7.73,Wheat
25.0,65.6,22.0,14.06,47.59,7.13,473.03,Loamy,Rabi,Central India,45.37,Available,7.02,Chickpea
117.7,51.4,101.7,26.38,62.59,6.54,564.49,Sandy,Whole Year,South India,63.85,Drip Irrigation,7.32,Tomato
145.0,68.7,44.4,16.26,57.32,7.06,617.73,Loamy,Rabi,Central India,48.82,Available,9.46,Wheat
129.5,51.9,90.2,25.01,74.81,5.92,848.94,Loamy,Whole Year,West India,54.08,Drip Irrigation,8.39,Tomato
40.6,59.4,52.3,28.27,58.99,7.13,803.42,Loamy,Kharif,West India,40.2,Available,9.55,Groundnut
79.7,42.3,102.8,19.52,84.3,5.76,2112.32,Loamy,Whole Year,South India,70.55,Rainfed,6.38,Coffee
62.8,41.6,60.2,26.76,51.54,7.03,502.78,Loamy,Kharif,Central India,31.75,Available,9.07,Sorghum
95.9,49.9,72.1,35.25,56.7,6.18,1235.43,Loamy,Whole Year,South India,53.24,Rainfed,8.09,Mango
82.0,56.7,62.4,34.75,73.82,5.71,1444.15,Loamy,Whole Year,North India,54.25,Available,9.13,Mango
81.7,44.1,62.9,25.3,56.77,6.46,1517.87,Loamy,Whole Year,North India,39.95,Rainfed,9.11,Mango
90.4,56.9,93.7,37.02,81.03,6.3,1558.01,Loamy,Whole Year,South India,54.57,Rainfed,7.17,Mango
101.1,68.9,110.6,24.62,78.57,5.65,1999.61,Loamy,Whole Year,South India,68.42,Available,5.24,Coffee
108.5,51.0,35.1,21.53,68.65,7.13,502.95,Black Soil,Kharif,Central India,72.87,Available,7.67,Cotton
47.2,40.9,136.4,28.72,85.45,8.0,1939.57,Loamy,Whole Year,West India,77.68,Rainfed,9.25,Coconut
83.0,52.9,42.1,24.31,66.24,6.03,1071.63,Sandy,Kharif,Central India,63.24,Available,6.62,Maize
69.8,35.1,33.8,25.24,42.05,7.28,616.41,Loamy,Kharif,Central India,33.67,Rainfed,9.58,Millet
98.5,97.4,101.4,17.66,69.56,5.44,616.34,Loamy,Rabi,North India,57.75,Drip Irrigation,8.35,Potato
54.1,31.6,142.0,31.75,76.36,6.72,2088.23,Sandy,Whole Year,South India,73.36,Available,9.53,Coconut
68.4,29.6,46.8,18.35,54.59,6.98,648.17,Loamy,Rabi,North India,47.47,Available,7.84,Barley
30.3,41.1,44.6,22.28,61.15,5.44,519.35,Red Soil,Kharif,West India,40.74,Rainfed,8.13,Groundnut
150.7,66.6,69.3,23.68,80.99,6.23,2239.57,Loamy,Whole Year,North India,78.3,Available,6.94,Sugarcane
73.6,42.0,44.7,11.4,55.41,6.96,382.84,Loamy,Rabi,North India,46.4,Available,7.41,Mustard
57.7,29.3,127.4,22.75,89.65,6.04,2083.99,Sandy,Whole Year,West India,79.8,Available,9.08,Coconut
64.2,51.4,34.7,16.2,55.92,6.58,1010.6,Sandy,Kharif,Central India,62.06,Available,8.11,Maize
25.0,68.6,33.5,21.05,34.78,7.3,428.88,Black Soil,Rabi,North India,41.01,Available,5.92,Chickpea
24.3,44.0,61.2,30.26,64.27,6.04,801.36,Loamy,Kharif,South India,44.54,Rainfed,9.37,Groundnut
69.2,30.0,38.4,13.63,55.54,7.03,547.49,Loamy,Rabi,North India,41.98,Available,7.17,Barley
124.7,89.4,153.9,26.29,75.03,6.44,2364.72,Loamy,Whole Year,West India,85.57,Available,7.42,Banana
82.8,45.0,43.0,21.45,85.62,6.38,1988.27,Loamy,Kharif,East India,70.43,Available,5.59,Rice
54.9,82.6,48.1,28.4,69.7,6.65,962.53,Black Soil,Kharif,Central India,58.44,Rainfed,8.8,Soybean
83.0,43.3,45.9,22.33,53.68,6.96,673.67,Loamy,Rabi,North India,40.74,Rainfed,7.92,Barley
34.9,54.7,33.2,20.32,36.22,6.67,340.72,Loamy,Rabi,Central India,46.79,Rainfed,8.21,Chickpea
93.9,65.7,62.1,14.96,68.73,6.21,741.88,Clay,Rabi,North India,36.1,Available,8.97,Wheat
34.4,70.0,47.8,18.03,57.62,6.01,885.12,Loamy,Kharif,Central India,61.18,Rainfed,6.61,Soybean
114.5,48.2,60.9,34.59,57.59,7.53,909.8,Black Soil,Kharif,South India,66.64,Rainfed,8.47,Cotton
114.3,54.3,51.5,29.49,61.56,7.25,473.85,Black Soil,Kharif,West India,59.5,Rainfed,8.25,Cotton
74.5,50.9,29.0,28.66,64.56,6.73,893.82,Loamy,Kharif,South India,64.98,Rainfed,8.48,Maize
